artist,artist_processed,rank,song,year,ID_index,negative,positive,n
ozark mountain daredevils,ozark mountain daredevils,29,jackie blue,1975,1029,2,14,190
ohio players,ohio players,30,fire,1975,1030,3,4,186
pilot,pilot,31,magic,1975,1031,2,3,137
the carpenters,the carpenters,32,please mr postman,1975,1032,1,9,214
america,america,33,sister golden hair,1975,1033,4,9,206
elton john,elton john,34,lucy in the sky with diamonds,1975,1034,0,1,288
barry manilow,barry manilow,35,mandy,1975,1035,8,8,207
olivia newtonjohn,olivia newtonjohn,36,have you never been mellow,1975,1036,0,9,156
barry manilow,barry manilow,37,could it be magic,1975,1037,0,4,87
harry chapin,harry chapin,38,cats in the cradle,1975,1038,1,28,412
michael martin murphey,michael martin murphey,39,wildfire,1975,1039,1,0,96
jessi colter,jessi colter,40,im not lisa,1975,1040,2,2,101
wings,wings,41,listen to what the man said,1975,1041,1,10,141
10cc,10cc,42,im not in love,1975,1042,NA,NA,NA
billy swan,billy swan,43,i can help,1975,1043,2,16,217
hamilton joe frank & reynolds,hamilton joe frank & reynolds,44,fallin in love,1975,1044,0,33,231
morris albert,morris albert,45,feelings,1975,1045,2,6,114
sammy johns,sammy johns,46,chevy van,1975,1046,1,9,201
linda ronstadt,linda ronstadt,47,when will i be loved,1975,1047,2,3,88
barry white,barry white,48,youre the first the last my everything,1975,1048,1,6,122
olivia newtonjohn,olivia newtonjohn,49,please mr please,1975,1049,3,15,194
linda ronstadt,linda ronstadt,50,youre no good,1975,1050,4,30,173
bazuka,bazuka,51,dynomite,1975,1051,NA,NA,NA
the blackbyrds,the blackbyrds,52,walking in rhythm,1975,1052,0,0,98
gladys knight & the pips,gladys knight,53,the way we weretry to remember,1975,1053,2,15,238
gladys knight & the pips,the pips,53,the way we weretry to remember,1975,1053,2,15,238
melissa manchester,melissa manchester,54,midnight blue,1975,1054,0,5,172
sugarloaf,sugarloaf,55,dont call us well call you,1975,1055,3,11,224
phoebe snow,phoebe snow,56,poetry man,1975,1056,0,4,187
ace,ace,57,how long,1975,1057,2,2,177
bt express,bt express,58,express,1975,1058,0,42,347
earth wind & fire,earth wind & fire,59,thats the way of the world,1975,1059,2,6,122
styx,styx,60,lady,1975,1060,3,12,121
grand funk,grand funk,61,bad time,1975,1061,13,36,305
alice cooper,alice cooper,62,only women bleed,1975,1062,6,4,234
carol douglas,carol douglas,63,doctors orders,1975,1063,8,14,192
kc and the sunshine band,kc and the sunshine band,64,get down tonight,1975,1064,0,9,228
joe cocker,joe cocker,65,you are so beautiful,1975,1065,0,11,86
paul anka & odia coates,paul anka,66,one man womanone woman man,1975,1066,NA,NA,NA
paul anka & odia coates,odia coates,66,one man womanone woman man,1975,1066,NA,NA,NA
bad company,bad company,67,feel like makin love,1975,1067,0,67,228
james taylor,james taylor,68,how sweet it is to be loved by you,1975,1068,1,38,266
orleans,orleans,69,dance with me,1975,1069,1,4,146
average white band,average white band,70,cut the cake,1975,1070,13,18,282
gloria gaynor,gloria gaynor,71,never can say goodbye,1975,1071,7,1,304
paul anka,paul anka,72,i dont like to sleep alone,1975,1072,5,9,155
donny & marie osmond,donny,73,morning side of the mountain,1975,1073,1,13,195
donny & marie osmond,marie osmond,73,morning side of the mountain,1975,1073,1,13,195
grand funk railroad,grand funk railroad,74,some kind of wonderful,1975,1074,0,29,356
the three degrees,the three degrees,75,when will i see you again,1975,1075,2,8,161
joe simon,joe simon,76,get down get down get on the floor,1975,1076,4,40,622
john denver,john denver,77,im sorry,1975,1077,8,3,135
queen,queen,78,killer queen,1975,1078,4,6,148
eddie kendricks,eddie kendricks,79,shoeshine boy,1975,1079,1,2,165
bt express,bt express,80,do it til youre satisfied,1975,1080,0,24,227
electric light orchestra,electric light orchestra,81,cant get it out of my head,1975,1081,1,0,207
al green,al green,82,shalala make me happy,1975,1082,1,8,134
america,america,83,lonely people,1975,1083,2,2,114
rufus,rufus,84,you got the love,1975,1084,1,12,150
mike post,mike post,85,the rockford files,1975,1085,NA,NA,NA
tavares,tavares,86,it only takes a minute,1975,1086,1,38,368
ringo starr,ringo starr,87,no no song,1975,1087,0,15,259
paul mccartney & wings,paul mccartney,88,juniors farm,1975,1088,6,3,228
paul mccartney & wings,wings,88,juniors farm,1975,1088,6,3,228
jethro tull,jethro tull,89,bungle in the jungle,1975,1089,3,16,255
leo sayer,leo sayer,90,long tall glasses,1975,1090,0,7,248
elton john,elton john,91,someone saved my life tonight,1975,1091,3,46,364
ray stevens,ray stevens,92,misty,1975,1092,5,3,209
neil sedaka & elton john,neil sedaka,93,bad blood,1975,1093,NA,NA,NA
neil sedaka & elton john,elton john,93,bad blood,1975,1093,NA,NA,NA
the carpenters,the carpenters,94,only yesterday,1975,1094,13,10,252
dwight twilley band,dwight twilley band,95,im on fire,1975,1095,0,23,203
ringo starr,ringo starr,96,only you and you alone,1975,1096,0,11,157
amazing rhythm aces,amazing rhythm aces,97,third rate romance,1975,1097,5,9,185
bachmanturner overdrive,bachmanturner overdrive,98,you aint seen nothing yet,1975,1098,NA,NA,NA
frankie valli,frankie valli,99,swearin to god,1975,1099,0,20,232
discotex and the sexolettes,discotex and the sexolettes,100,get dancin,1975,1100,NA,NA,NA
wings,wings,1,silly love songs,1976,1101,3,25,191
elton john & kiki dee,elton john,2,dont go breaking my heart,1976,1102,NA,NA,NA
elton john & kiki dee,kiki dee,2,dont go breaking my heart,1976,1102,NA,NA,NA
johnnie taylor,johnnie taylor,3,disco lady,1976,1103,28,6,320
the four seasons,the four seasons,4,december 1963 oh what a night,1976,1104,1,7,410
wild cherry,wild cherry,5,play that funky music,1976,1105,5,31,418
the manhattans,the manhattans,6,kiss and say goodbye,1976,1106,9,12,246
the miracles,the miracles,7,love machine,1976,1107,2,24,243
paul simon,paul simon,8,50 ways to leave your lover,1976,1108,6,13,307
gary wright,gary wright,9,love is alive,1976,1109,1,17,163
walter murphy & the big apple band,walter murphy & the big apple band,10,a fifth of beethoven,1976,1110,NA,NA,NA
hall & oates,hall & oates,11,sara smile,1976,1111,0,8,124
starland vocal band,starland vocal band,12,afternoon delight,1976,1112,0,14,182
barry manilow,barry manilow,13,i write the songs,1976,1113,4,10,253
silver convention,silver convention,14,fly robin fly,1976,1114,0,0,42
diana ross,diana ross,15,love hangover,1976,1115,0,42,162
seals and crofts,seals and crofts,16,get closer,1976,1116,1,9,257
andrea true connection,andrea true connection,17,more more more,1976,1117,0,50,335
queen,queen,18,bohemian rhapsody,1976,1118,6,7,339
dorothy moore,dorothy moore,19,misty blue,1976,1119,0,4,100
the sylvers,the sylvers,20,boogie fever,1976,1120,0,5,264
england dan & john ford coley,england dan & john ford coley,21,id really love to see you tonight,1976,1121,1,9,173
hot chocolate,hot chocolate,22,you sexy thing,1976,1122,3,16,308
nazareth,nazareth,23,love hurts,1976,1123,15,25,139
silver convention,silver convention,24,get up and boogie,1976,1124,0,0,112
eagles,eagles,25,take it to the limit,1976,1125,0,5,233
kc and the sunshine band,kc and the sunshine band,26,shake shake shake shake your booty,1976,1126,96,2,206
commodores,commodores,27,sweet love,1976,1127,1,72,370
maxine nightingale,maxine nightingale,28,right back where we started from,1976,1128,2,18,154
rhythm heritage,rhythm heritage,29,theme from swat,1976,1129,NA,NA,NA
ohio players,ohio players,30,love rollercoaster,1976,1130,1,8,127
bee gees,bee gees,31,you should be dancing,1976,1131,1,1,208
lou rawls,lou rawls,32,youll never find another love like mine,1976,1132,27,29,314
david bowie,david bowie,33,golden years,1976,1133,3,8,292
starbuck,starbuck,34,moonlight feels right,1976,1134,2,15,185
dr hook,dr hook,35,only sixteen,1976,1135,0,9,184
the bellamy brothers,the bellamy brothers,36,let your love flow,1976,1136,1,25,234
gary wright,gary wright,37,dream weaver,1976,1137,1,1,123
vicki sue robinson,vicki sue robinson,38,turn the beat around,1976,1138,1,34,357
captain & tennille,captain & tennille,39,lonely night angel face,1976,1139,9,7,302
eric carmen,eric carmen,40,all by myself,1976,1140,1,7,156
donna summer,donna summer,41,love to love you baby,1976,1141,0,55,230
donny & marie osmond,donny,42,deep purple,1976,1142,0,11,181
donny & marie osmond,marie osmond,42,deep purple,1976,1142,0,11,181
diana ross,diana ross,43,theme from mahogany do you know where youre going to,1976,1143,NA,NA,NA
rufus,rufus,44,sweet thing,1976,1144,6,18,302
kc and the sunshine band,kc and the sunshine band,45,thats the way i like it,1976,1145,NA,NA,NA
dr hook,dr hook,46,a little bit more,1976,1146,0,11,220
henry gross,henry gross,47,shannon,1976,1147,2,6,103
chicago,chicago,48,if you leave me now,1976,1148,1,6,81
boz scaggs,boz scaggs,49,lowdown,1976,1149,10,9,271
peter frampton,peter frampton,50,show me the way live,1976,1150,2,4,225
aerosmith,aerosmith,51,dream on,1976,1151,7,12,235
the ojays,the ojays,52,i love music,1976,1152,1,43,244
fleetwood mac,fleetwood mac,53,say you love me,1976,1153,1,13,244
paul anka,paul anka,54,times of your life,1976,1154,3,4,162
cliff richard,cliff richard,55,devil woman,1976,1155,31,5,311
elvin bishop,elvin bishop,56,fooled around and fell in love,1976,1156,21,16,220
c w mccall,c w mccall,57,convoy,1976,1157,2,19,542
john sebastian,john sebastian,58,welcome back,1976,1158,4,27,189
earth wind & fire,earth wind & fire,59,sing a song,1976,1159,0,7,144
tavares,tavares,60,heaven must be missing an angel,1976,1160,13,98,409
the brothers johnson,the brothers johnson,61,ill be good to you,1976,1161,3,77,396
the beach boys,the beach boys,62,rock and roll music,1976,1162,5,6,307
captain & tennille,captain & tennille,63,shop around,1976,1163,2,33,301
bay city rollers,bay city rollers,64,saturday night,1976,1164,0,3,308
elton john,elton john,65,island girl,1976,1165,4,7,238
the staple singers,the staple singers,66,lets do it again,1976,1166,1,11,217
wings,wings,67,let em in,1976,1167,0,3,143
wing and a prayer fife and drum corps,wing and a prayer fife and drum corps,68,baby face,1976,1168,0,4,50
george benson,george benson,69,this masquerade,1976,1169,11,2,145
electric light orchestra,electric light orchestra,70,evil woman,1976,1170,35,15,251
silver,silver,71,wham bam,1976,1171,1,17,265
keith carradine,keith carradine,72,im easy,1976,1172,4,24,285
harold melvin & the blue notes,harold melvin,73,wake up everybody,1976,1173,4,8,267
harold melvin & the blue notes,the blue notes,73,wake up everybody,1976,1173,4,8,267
war,war,74,summer,1976,1174,0,5,194
john travolta,john travolta,75,let her in,1976,1175,1,1,188
sweet,sweet,76,fox on the run,1976,1176,3,2,166
fleetwood mac,fleetwood mac,77,rhiannon,1976,1177,0,22,178
the beatles,the beatles,78,got to get you into my life,1976,1178,0,4,208
bee gees,bee gees,79,fanny be tender with my love,1976,1179,4,52,295
earth wind & fire,earth wind & fire,80,getaway,1976,1180,10,6,249
hall & oates,hall & oates,81,shes gone,1976,1181,10,9,285
orleans,orleans,82,still the one,1976,1182,0,12,235
queen,queen,83,youre my best friend,1976,1183,3,19,184
jefferson starship,jefferson starship,84,with your love,1976,1184,0,34,298
foghat,foghat,85,slow ride,1976,1185,2,15,179
ohio players,ohio players,86,whod she coo,1976,1186,0,2,126
thin lizzy,thin lizzy,87,the boys are back in town,1976,1187,3,4,309
david ruffin,david ruffin,88,walk away from love,1976,1188,3,21,284
peter frampton,peter frampton,89,baby i love your way live,1976,1189,4,12,214
candi staton,candi staton,90,young hearts run free,1976,1190,6,12,197
neil sedaka,neil sedaka,91,breaking up is hard to do,1976,1191,0,6,176
bay city rollers,bay city rollers,92,money honey,1976,1192,2,6,151
parliament,parliament,93,give up the funk tear the roof off the sucker,1976,1193,24,5,724
larry groce,larry groce,94,junk food junkie,1976,1194,4,13,372
barry manilow,barry manilow,95,tryin to get the feeling again,1976,1195,2,2,273
kiss,kiss,96,rock and roll all nite live,1976,1196,4,19,220
rick dees & his cast of idiots,rick dees & his cast of idiots,97,disco duck,1976,1197,NA,NA,NA
steve miller band,steve miller band,98,take the money and run,1976,1198,1,3,171
the who,the who,99,squeeze box,1976,1199,2,7,187
glen campbell,glen campbell,100,country boy you got your feet in la,1976,1200,0,4,224
rod stewart,rod stewart,1,tonights the night gonna be alright,1977,1201,2,9,141
andy gibb,andy gibb,2,i just want to be your everything,1977,1202,0,10,251
the emotions,the emotions,3,best of my love,1977,1203,0,49,267
barbra streisand,barbra streisand,4,evergreen love theme from a star is born,1977,1204,0,13,124
hot,hot,5,angel in your arms,1977,1205,8,8,246
kenny nolan,kenny nolan,6,i like dreamin,1977,1206,0,28,232
thelma houston,thelma houston,7,dont leave me this way,1977,1207,1,20,224
rita coolidge,rita coolidge,8,your love has lifted me higher and higher,1977,1208,NA,NA,NA
alan oday,alan oday,9,undercover angel,1977,1209,1,34,323
mary macgregor,mary macgregor,10,torn between two lovers,1977,1210,10,25,260
kc and the sunshine band,kc and the sunshine band,11,im your boogie man,1977,1211,NA,NA,NA
abba,abba,12,dancing queen,1977,1212,3,3,160
leo sayer,leo sayer,13,you make me feel like dancing,1977,1213,1,25,321
jimmy buffett,jimmy buffett,14,margaritaville,1977,1214,13,1,175
electric light orchestra,electric light orchestra,15,telephone line,1977,1215,5,4,229
pablo cruise,pablo cruise,16,whatcha gonna do,1977,1216,3,9,228
peter mccann,peter mccann,17,do you wanna make love,1977,1217,16,15,253
stevie wonder,stevie wonder,18,sir duke,1977,1218,0,2,225
eagles,eagles,19,hotel california,1977,1219,2,22,332
marvin gaye,marvin gaye,20,got to give it up,1977,1220,6,8,237
bill conti deetta little and nelson pigford,bill conti deetta little and nelson pigford,21,gonna fly now,1977,1221,NA,NA,NA
glen campbell,glen campbell,22,southern nights,1977,1222,4,13,183
hall & oates,hall & oates,23,rich girl,1977,1223,6,13,328
leo sayer,leo sayer,24,when i need you,1977,1224,1,16,229
the sylvers,the sylvers,25,hot line,1977,1225,0,20,297
rose royce,rose royce,26,car wash,1977,1226,2,6,286
marilyn mccoo & billy davis jr,marilyn mccoo & billy davis jr,27,you dont have to be a star to be in my show,1977,1227,NA,NA,NA
steve miller band,steve miller band,28,fly like an eagle,1977,1228,0,12,190
david soul,david soul,29,dont give up on us,1977,1229,3,2,187
stephen bishop,stephen bishop,30,on and on,1977,1230,6,10,217
foreigner,foreigner,31,feels like the first time,1977,1231,1,19,208
climax blues band,climax blues band,32,couldnt get it right,1977,1232,1,4,329
commodores,commodores,33,easy,1977,1233,2,28,164
jennifer warnes,jennifer warnes,34,right time of the night,1977,1234,2,3,168
natalie cole,natalie cole,35,ive got love on my mind,1977,1235,1,36,187
manfred manns earth band,manfred manns earth band,36,blinded by the light,1977,1236,1,29,502
barry manilow,barry manilow,37,looks like we made it,1977,1237,4,18,224
atlanta rhythm section,atlanta rhythm section,38,so in to you,1977,1238,2,4,151
fleetwood mac,fleetwood mac,39,dreams,1977,1239,8,11,179
the jacksons,the jacksons,40,enjoy yourself,1977,1240,4,56,359
brick,brick,41,dazz,1977,1241,2,4,121
peter frampton,peter frampton,42,im in you,1977,1242,1,18,162
kenny rogers,kenny rogers,43,lucille,1977,1243,9,7,278
10cc,10cc,44,the things we do for love,1977,1244,5,32,348
shaun cassidy,shaun cassidy,45,da doo ron ron,1977,1245,0,3,151
james taylor,james taylor,46,handy man,1977,1246,5,6,183
crosby stills & nash,crosby stills & nash,47,just a song before i go,1977,1247,0,5,107
alice cooper,alice cooper,48,you and me,1977,1248,0,12,210
johnny rivers,johnny rivers,49,swayin to the music slow dancing,1977,1249,NA,NA,NA
andrew gold,andrew gold,50,lonely boy,1977,1250,13,11,224
stevie wonder,stevie wonder,51,i wish,1977,1251,3,7,238
fleetwood mac,fleetwood mac,52,dont stop,1977,1252,2,7,165
heart,heart,53,barracuda,1977,1253,6,9,159
the brothers johnson,the brothers johnson,54,strawberry letter 23,1977,1254,0,14,148
bob seger & the silver bullet band,bob seger,55,night moves,1977,1255,NA,NA,NA
bob seger & the silver bullet band,the silver bullet band,55,night moves,1977,1255,NA,NA,NA
helen reddy,helen reddy,56,youre my world,1977,1256,0,3,100
